,flowS1-curr,prcpS1-1day,prcpS2-1day,prcpS3-1day,flowS1-1day,flowS2-1day,prcpS1-2day,prcpS2-2day,prcpS3-2day,flowS1-2day,flowS2-2day,prcpS1-3day,prcpS2-3day,prcpS3-3day,flowS1-3day,flowS2-3day
350,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
351,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
352,medium,small,medium,medium,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
353,medium,small,small,small,medium,medium,small,medium,medium,medium,medium,small,small,small,medium,medium
354,medium,small,small,medium,medium,medium,small,small,small,medium,medium,small,medium,medium,medium,medium
355,medium,medium,small,small,medium,medium,small,small,medium,medium,medium,small,small,small,medium,medium
356,medium,small,medium,small,medium,medium,medium,small,small,medium,medium,small,small,medium,medium,medium
357,medium,small,small,medium,medium,medium,small,medium,small,medium,medium,medium,small,small,medium,medium
358,medium,medium,medium,large,medium,medium,small,small,medium,medium,medium,small,medium,small,medium,medium
359,medium,medium,large,large,medium,medium,medium,medium,large,medium,medium,small,small,medium,medium,medium
360,medium,small,small,small,medium,medium,medium,large,large,medium,medium,medium,medium,large,medium,medium
361,medium,small,small,small,medium,medium,small,small,small,medium,medium,medium,large,large,medium,medium
362,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
363,medium,small,small,medium,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
364,medium,small,small,medium,medium,medium,small,small,small,medium,medium,medium,medium,small,medium,medium
365,medium,small,small,small,medium,medium,small,small,medium,medium,medium,small,small,small,medium,medium
366,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,medium,medium,medium
367,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
368,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
369,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
370,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
371,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
372,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
373,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
374,medium,small,medium,medium,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
375,medium,small,small,small,medium,medium,small,medium,medium,medium,medium,small,small,small,medium,medium
376,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,medium,medium,medium,medium
377,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
378,medium,large,small,large,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
379,medium,large,large,large,medium,medium,large,small,large,medium,medium,small,small,small,medium,medium
380,medium,large,large,medium,medium,medium,large,large,large,medium,medium,large,small,large,medium,medium
381,medium,large,medium,small,medium,medium,large,large,medium,medium,medium,large,large,large,medium,medium
382,medium,large,large,large,medium,medium,large,medium,small,medium,medium,large,large,medium,medium,medium
383,large,large,large,large,medium,medium,large,large,large,medium,medium,large,medium,small,medium,medium
384,large,medium,large,large,large,medium,large,large,large,medium,medium,large,large,large,medium,medium
385,large,medium,large,large,large,large,medium,large,large,large,medium,large,large,large,medium,medium
386,large,medium,small,small,large,medium,medium,large,large,large,large,medium,large,large,large,medium
387,large,small,small,small,large,large,medium,small,small,large,medium,medium,large,large,large,large
388,large,large,large,large,large,large,small,small,small,large,large,medium,small,small,large,medium
389,large,large,large,large,large,large,large,large,large,large,large,small,small,small,large,large
390,large,large,large,medium,large,large,large,large,large,large,large,large,large,large,large,large
391,large,large,large,large,large,large,large,large,medium,large,large,large,large,large,large,large
392,large,large,small,medium,large,large,large,large,large,large,large,large,large,medium,large,large
393,medium,small,small,small,large,large,large,small,medium,large,large,large,large,large,large,large
394,large,small,small,small,medium,large,small,small,small,large,large,large,small,medium,large,large
395,large,small,small,small,large,large,small,small,small,medium,large,small,small,small,large,large
396,large,small,small,small,large,large,small,small,small,large,large,small,small,small,medium,large
397,large,large,large,large,large,large,small,small,small,large,large,small,small,small,large,large
398,large,medium,small,small,large,large,large,large,large,large,large,small,small,small,large,large
399,large,small,small,small,large,large,medium,small,small,large,large,large,large,large,large,large
400,large,small,small,small,large,large,small,small,small,large,large,medium,small,small,large,large
401,large,small,small,small,large,large,small,small,small,large,large,small,small,small,large,large
402,large,small,small,small,large,large,small,small,small,large,large,small,small,small,large,large
403,medium,small,medium,medium,large,large,small,small,small,large,large,small,small,small,large,large
404,medium,small,medium,large,medium,large,small,medium,medium,large,large,small,small,small,large,large
405,medium,small,small,medium,medium,medium,small,medium,large,medium,large,small,medium,medium,large,large
406,medium,small,small,small,medium,medium,small,small,medium,medium,medium,small,medium,large,medium,large
407,medium,medium,large,medium,medium,medium,small,small,small,medium,medium,small,small,medium,medium,medium
408,medium,medium,small,small,medium,medium,medium,large,medium,medium,medium,small,small,small,medium,medium
409,medium,small,small,small,medium,medium,medium,small,small,medium,medium,medium,large,medium,medium,medium
410,medium,small,large,large,medium,medium,small,small,small,medium,medium,medium,small,small,medium,medium
411,medium,medium,small,medium,medium,medium,small,large,large,medium,medium,small,small,small,medium,medium
412,medium,small,small,small,medium,medium,medium,small,medium,medium,medium,small,large,large,medium,medium
413,medium,small,small,small,medium,medium,small,small,small,medium,medium,medium,small,medium,medium,medium
414,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
415,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
416,medium,small,small,medium,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
417,medium,large,small,small,medium,medium,small,small,medium,medium,medium,small,small,small,medium,medium
418,medium,small,small,small,medium,medium,large,small,small,medium,medium,small,small,medium,medium,medium
419,medium,small,small,small,medium,medium,small,small,small,medium,medium,large,small,small,medium,medium
420,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
421,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
422,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
423,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
424,medium,small,small,small,medium,medium,small,small,small,medium,medium,small,small,small,medium,medium
425,medium,small,small,small,medium,small,small,small,small,medium,medium,small,small,small,medium,medium
426,small,small,small,small,medium,small,small,small,small,medium,small,small,small,small,medium,medium
427,small,small,small,small,small,small,small,small,small,medium,small,small,small,small,medium,small
428,medium,medium,large,large,small,small,small,small,small,small,small,small,small,small,medium,small
429,small,small,small,small,medium,small,medium,large,large,small,small,small,small,small,small,small
430,small,small,small,small,small,small,small,small,small,medium,small,medium,large,large,small,small
431,small,small,small,small,small,small,small,small,small,small,small,small,small,small,medium,small
432,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
